ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
153;MINASGERAISSERVIÇOS-MGS;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;MASCARA DE PROTEÇÃO FACE SHIELD;100;UN;0,01;1
154;PREFEITURA DE SAOJOAODASMISSOES;18.715.516/0001-88;2020-05-23;JANUARIA;CESTA BÁSICA VLI;1612;UN;36,37;58628,44
155;SECRETARIA DEDESENVOLVIMENTO SOCIAJ AN;01.612.486/0001-81;2020-05-23;SAO JOAO DAS MISSOES;CESTA BÁSICA VLI;400;UN;36,37;14548
156;SEGOV-SECRETARIA DEESTADODEGOVERNO;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;ALCOOL GEL AMBEV PET 190G CX C/21;42;UN;0,43;18,06
157;SEGOV-SECRETARIA DEESTADODEGOVERNO;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;4;LT;2,83;11,32
158;SEGOV-SECRETARIA DEESTADODEGOVERNO;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;600;UN;0,27;162
159;SEGOV-SECRETARIA DEESTADODEGOVERNO;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;LUVA DESC NITRIL AZ M CX C/300 VLI;600;UN;0,27;162
160;SEGOV-SECRETARIA DEESTADODEGOVERNO;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;800;UN;9,9;7920
161;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;DANONINHO UHT AMENDOA E BANANA 200ML;702;UN;1,66;1165,32
162;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;MILNUTRI CEREAL ARROZ BANAN MACA SUGAR F;1080;UN;1,14;1231,2
163;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;200;UN;9,9;1980
164;PREFEITURA DE SARZEDO;01.612.509/0001-58;2020-05-23;SARZEDO;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
165;PREFEITURA DE SARZEDO;01.612.509/0001-58;2020-05-23;SARZEDO;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
166;COMPLEXODE SAÚDE SÃOJOÃODEDEUS;18.715.516/0001-88;2020-05-23;DIVINÓPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
167;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
168;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
169;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;LEITE UHT INTEGRAL 1L CX C/12;120;UN;2,219;266,28
170;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;CESTA BÁSICA VLI;30;UN;36,37;1091,1
171;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
172;7ªRPM;18.715.516/0001-88;2020-05-23;DIVINOPOLIS;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;800;UN;9,9;7920
173;PREFEITURA DE RAPOSOS;18.312.132/0001-14;2020-05-23;RAPOSOS;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
174;PREFEITURA DE RAPOSOS;18.312.132/0001-14;2020-05-23;RAPOSOS;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
175;PREFEITURA DE NOVALIMA;22.934.889/0001-17;2020-05-23;NOVA LIMA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
176;PREFEITURA DE NOVALIMA;22.934.889/0001-17;2020-05-23;NOVA LIMA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
177;PREFEITURA DE LAGOAGRANDE;23.097.454/0001-28;2020-05-23;LAGOA GRANDE;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;300;UN;0,92;276
178;PREFEITURA DE LAGOAGRANDE;23.097.454/0001-28;2020-05-23;LAGOA GRANDE;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
179;PREFEITURA DE LAGOAGRANDE;23.097.454/0001-28;2020-05-23;LAGOA GRANDE;LUVA DESC NITRIL AZ G CX C/300 VLI;2100;UN;0,27;567
180;PREFEITURA DE LAGOAGRANDE;23.097.454/0001-28;2020-05-23;LAGOA GRANDE;LUVA DESC NITRIL AZ M CX C/300 VLI;900;UN;0,27;243
181;PREFEITURA DE LAGOAGRANDE;23.097.454/0001-28;2020-05-23;LAGOA GRANDE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;400;UN;9,9;3960
182;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-05-23;RIBEIRAO DAS NEVES;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
183;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-05-23;RIBEIRAO DAS NEVES;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
184;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
185;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
186;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;LUVA DESC NITRIL AZ M CX C/300 VLI;900;UN;0,27;243
187;DEFESACIVILMUNICIPAL DECONTAGEM;18.715.516/0001-88;2020-05-23;CONTAGEM;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;800;UN;9,9;7920
188;PREFEITURA DE LAGOASANTA;73.357.469/0001-56;2020-05-23;LAGOA SANTA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
189;PREFEITURA DE LAGOASANTA;73.357.469/0001-56;2020-05-23;LAGOA SANTA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
190;PREFEITURA DE CAETE;18.302.299/0001-02;2020-05-23;CAETE;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
191;PREFEITURA DE CAETE;18.302.299/0001-02;2020-05-23;CAETE;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
192;PREFEITURA DE RIOACIMA;18.312.108/0001-85;2020-05-23;RIO ACIMA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
193;PREFEITURA DE RIOACIMA;18.312.108/0001-85;2020-05-23;RIO ACIMA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
194;PREFEITURA DE ITAGUARA;18.313.015/0001-75;2020-05-23;ITAGUARA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
195;PREFEITURA DE ITAGUARA;18.313.015/0001-75;2020-05-23;ITAGUARA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
196;PREFEITURA DE MATOZINHOS;18.771.238/0001-86;2020-05-23;MATOZINHOS;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
197;PREFEITURA DE MATOZINHOS;18.771.238/0001-86;2020-05-23;MATOZINHOS;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
198;PREFEITURA DE JUATUBA;64.487.614/0001-22;2020-05-23;JUATUBA;DANONINHO UHT AMENDOA E CACAU 200ML;702;UN;1,66;1165,32
199;PREFEITURA DE JUATUBA;64.487.614/0001-22;2020-05-23;JUATUBA;MILNUTRI CEREAL MULTICEREIAIS SUGAR FREE;1080;UN;0,92;993,6
200;PREFEITURA DE BRASILIADEMINAS;18.017.442/0001-06;2020-05-23;BRASILIA DE MINAS;DANONINHO UHT AMENDOA E BANANA 200ML;702;UN;1,66;1165,32
201;PREFEITURA DE BRASILIADEMINAS;18.017.442/0001-06;2020-05-23;BRASILIA DE MINAS;MASCARA DE PROTECAO;100;UN;4,39;439
202;PREFEITURA DE BRASILIADEMINAS;18.017.442/0001-06;2020-05-23;BRASILIA DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;40;LT;2,83;113,2
203;PREFEITURA DE BRASILIADEMINAS;18.017.442/0001-06;2020-05-23;BRASILIA DE MINAS;LUVA DESC NITRIL AZ M CX C/300 VLI;3000;UN;0,27;810
204;UPA CENTROSUL-BELOHORIZONTE;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;15;LT;2,83;42,45
205;UPA CENTROSUL-BELOHORIZONTE;18.715.516/0001-88;2020-05-23;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
206;UPA III24HORASPADRELAZAROPEREIRACR;18.715.516/0001-88;2020-05-23;SABARA;ALCOOL GLICERINADO 70% - GALÃO 5L;15;LT;2,83;42,45
207;UPA III24HORASPADRELAZAROPEREIRACR;18.715.516/0001-88;2020-05-23;SABARA;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
208;PREFEITURA DE ITAUNA;18.309.724/0001-87;2020-05-23;ITAUNA;DANONINHO UHT AMENDOA E BANANA 200ML;270;UN;1,66;448,2
209;PREFEITURA DE ITAUNA;18.309.724/0001-87;2020-05-23;ITAUNA;TEA 4U CHA MATE LIMAO YUZU E MEL 1L;120;UN;3,56;427,2
210;PREFEITURA DE ITAUNA;18.309.724/0001-87;2020-05-23;ITAUNA;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
211;PREFEITURA DE ITAUNA;18.309.724/0001-87;2020-05-23;ITAUNA;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;600;UN;9,9;5940
212;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-05-23;SALINAS;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
213;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-05-23;SALINAS;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
214;PREFEITURA DE SALINAS;24.359.333/0001-70;2020-05-23;SALINAS;MASCARA DE PROTECAO;15000;UN;2,986;44790
215;PREFEITURA DE GRAOMOGOL;20.716.627/0001-50;2020-05-23;GRAO MOGOL;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
216;PREFEITURA DE GRAOMOGOL;20.716.627/0001-50;2020-05-23;GRAO MOGOL;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
217;PREFEITURA DE GRAOMOGOL;20.716.627/0001-50;2020-05-23;GRAO MOGOL;MASCARA DE PROTECAO;12000;UN;2,986;35832
218;PREFEITURA DE PADRE CARVALHO;01.612.490/0001-40;2020-05-23;PADRE CARVALHO;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
219;PREFEITURA DE PADRE CARVALHO;01.612.490/0001-40;2020-05-23;PADRE CARVALHO;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
220;PREFEITURA DE PADRE CARVALHO;01.612.490/0001-40;2020-05-23;PADRE CARVALHO;MASCARA DE PROTECAO;7000;UN;2,986;20902
221;PREFEITURA DE JOSENOPOLIS;01.612.503/0001-80;2020-05-23;JOSENOPOLIS;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
222;PREFEITURA DE JOSENOPOLIS;01.612.503/0001-80;2020-05-23;JOSENOPOLIS;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
223;PREFEITURA DE JOSENOPOLIS;01.612.503/0001-80;2020-05-23;JOSENOPOLIS;MASCARA DE PROTECAO;6000;UN;2,986;17916
224;PREFEITURA DE  FRUTA DE LEITE;01.612.483/0001-48;2020-05-23;FRUTA DE LEITE;DANONINHO UHT AMENDOA E CACAU 200ML;810;UN;1,66;1344,6
225;PREFEITURA DE  FRUTA DE LEITE;01.612.483/0001-48;2020-05-23;FRUTA DE LEITE;FORTFIT MORANGO 600G;60;UN;33,12;1987,2
226;PREFEITURA DE  FRUTA DE LEITE;01.612.483/0001-48;2020-05-23;FRUTA DE LEITE;MASCARA DE PROTECAO;6000;UN;2,986;17916
227;UPA 24HORASPREFEITOLUIZISSA;18.715.516/0001-88;2020-05-23;VESPASIANO;ALCOOL GLICERINADO 70% - GALÃO 5L;15;LT;2,83;42,45
228;UPA 24HORASPREFEITOLUIZISSA;18.715.516/0001-88;2020-05-23;VESPASIANO;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
229;UNIDADEAISETEDESETEMBRO;18.715.516/0001-88;2020-05-23;BETIM;ALCOOL GLICERINADO 70% - GALÃO 5L;15;LT;2,83;42,45
230;UNIDADEAISETEDESETEMBRO;18.715.516/0001-88;2020-05-23;BETIM;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
231;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-05-23;DIVINESIA;ALCOOL GEL AMBEV PET 190G CX C/21;21;UN;0,43;9,03
232;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-05-23;DIVINESIA;ALCOOL GLICERINADO 70% - GALÃO 5L;10;LT;2,83;28,3
233;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-05-23;DIVINESIA;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;400;UN;9,9;3960
234;AISI-ASSOCIAÇÃO DEINTEGRAÇÃOSOCIALD;18.715.516/0001-88;2020-05-23;BOM SUCESSO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
235;ASILODECARIDADE SANTA CASA DE BOMSUCE;18.715.516/0001-88;2020-05-23;ITAJUBÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
236;ASSOCIAÇÃO DECARIDADE HOSPITAL SÃOSEBA;18.715.516/0001-88;2020-05-23;SABINÓPOLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
237;ASSOCIAÇÃO DEPROTEÇÃOAMATERNIDADEEA;18.715.516/0001-88;2020-05-23;FELISBURGO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
238;ASSOCIAÇÃO HOSPITAL ARHÉLCIOVALEMTIMDE;18.715.516/0001-88;2020-05-23;CONSELHEIRO PENA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
239;ASSOCIAÇÃO HOSPITAL ARSÃO VICENTE DE PAU;18.715.516/0001-88;2020-05-23;IPANEMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
240;HOSPITAL BOMSAMARITANO;18.715.516/0001-88;2020-05-23;TEÓFILO OTONI;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
241;CASA DE CARIDADE DEOUROFINO;18.715.516/0001-88;2020-05-23;OURO FINO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
242;CASA DE CARIDADE LEOPOLDINENSE;18.715.516/0001-88;2020-05-23;CARANGOLA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
243;CASA DE CARIDADE DECARANGOLA;18.715.516/0001-88;2020-05-23;LEOPOLDINA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
244;CASA DE CARIDADE SANTATEREZA;18.715.516/0001-88;2020-05-23;SERRO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
245;CASADE SAÚDE PADREDAMIÃO/FHEMIG;18.715.516/0001-88;2020-05-23;UBÁ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
246;CASADE SAÚDE SANTALÚCIA;18.715.516/0001-88;2020-05-23;MURIAÉ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
247;CASU-HOSPITAL IRMÃDENISE;18.715.516/0001-88;2020-05-23;CARATINGA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
248;CONFERÊNCIADESÃO VICENTE DE PAULODET;18.715.516/0001-88;2020-05-23;MOEMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
249;CONSÓRCIO INTERMUNICIPAL  ALTOSÃOFRANCI;18.715.516/0001-88;2020-05-23;TURMALINA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
250;FAEPU-UNIDADECAPINÓPOLIS;18.715.516/0001-88;2020-05-23;CAPINÓPOLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
251;CASADE SAÚDE SÃOFRANCISCODEASSIS;18.715.516/0001-88;2020-05-23;BAMBUÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
252;FUND.MUNICIPAL S.MARIAFÉ;18.715.516/0001-88;2020-05-23;MARIA DA FÉ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
253;FUNDAÇÃODE SAÚDE CRISTOREI;18.715.516/0001-88;2020-05-23;MATIPÓ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
254;FUNDAÇÃOHOSPITAL ARDEAMPAROAOHOMEMD;18.715.516/0001-88;2020-05-23;MANGA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
255;FUNDAÇÃOHOSPITAL ARDR.MOISÉSMAGALHÃES;18.715.516/0001-88;2020-05-23;PIRAPORA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
256;FUNDAÇÃOHOSPITAL ARMENDESPIMENTEL;18.715.516/0001-88;2020-05-23;MENDES PIMENTEL;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
257;FUNDAÇÃOHOSPITAL ARMINASNOVAS–HOSPIT;18.715.516/0001-88;2020-05-23;MINAS NOVAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
258;FUNDAÇÃOHOSPITAL ARSÃOSEBASTIÃO;18.715.516/0001-88;2020-05-23;TRÊS CORAÇÕES;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;12;UN;15,37;184,44
259;FUNDAÇÃOHOSPITAL ARSÃO VICENTE DE PAULO;18.715.516/0001-88;2020-05-23;CAPELINHA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
260;FUNDAÇÃOMUNICIPAL DE SAÚDE;18.715.516/0001-88;2020-05-23;PIRABETINGA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
261;FUNDAÇÃOMUNICIPAL DE SAÚDE DESÃOJOÃO;18.715.516/0001-88;2020-05-23;SÃO JOÃO EVANGELISTA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
262;FUNDAÇÃO HOSPITAL ARDOMUNICÍPIODEVARG;18.715.516/0001-88;2020-05-23;VARGINHA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;8;UN;15,37;122,96
263;HOSPITAL FUNDAJAN;18.715.516/0001-88;2020-05-23;JANAÚBA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
264;HCSL-HOSPITAL DASCLÍNICASSAMUELLIBÂN;18.715.516/0001-88;2020-05-23;POUSO ALEGRE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
265;HOSPITAL ANTÔNIOMOREIRADACOSTA;18.715.516/0001-88;2020-05-23;SANTA RITA SAPUCAÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
266;HOSPITAL FREICAETANO;18.715.516/0001-88;2020-05-23;PARAISÓPOLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
267;HOSPITAL MATERNIDADESÃOLUCAS;18.715.516/0001-88;2020-05-23;EXTREMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
268;HOSPITAL MATERNIDADESENHORBOMJESUS;18.715.516/0001-88;2020-05-23;BUENO BRANDÃO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
269;HOSPITAL MATERNIDADE-CAREAÇU;18.715.516/0001-88;2020-05-23;CAREAÇU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
270;HOSPITAL -CATAGUASES;18.715.516/0001-88;2020-05-23;CATAGUASES;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
271;HOSPITAL ANTÔNIOALVESDACOSTA;18.715.516/0001-88;2020-05-23;ESPERA FELIZ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
272;HOSPITAL ARNALDOGAVAZZA;18.715.516/0001-88;2020-05-23;PONTE NOVA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;12;UN;15,37;184,44
273;HOSPITAL AROLDOTOURINO;18.715.516/0001-88;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;8;UN;15,37;122,96
274;HOSPITAL BOMJESUSDECONGONHAS;18.715.516/0001-88;2020-05-23;CONGONHAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
275;HOSPITAL BOMPASTOR;18.715.516/0001-88;2020-05-23;JACINTO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
276;HOSPITAL CÉSARLEITE;18.715.516/0001-88;2020-05-23;MANHUAÇU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
277;HOSPITAL COMUNITÁRIO-LARANJAL;18.715.516/0001-88;2020-05-23;LARANJAL;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
278;HOSPITAL CONEGOUBIRAJARACABRAL;18.715.516/0001-88;2020-05-23;ALPINOPÓLIS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
279;HOSPITAL DACLÍNICASDRMÁRIORIBEIRODA;18.715.516/0001-88;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
280;HOSPITAL DAFUNDAÇÃOCASA DE CARIDADE DE;18.715.516/0001-88;2020-05-23;SÃO LOURENÇO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;8;UN;15,37;122,96
281;HOSPITAL DECLINICASDEUBERLANDIA;18.715.516/0001-88;2020-05-23;UBERLANDIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;20;UN;15,37;307,4
282;HOSPITAL DEGIMIRIM;18.715.516/0001-88;2020-05-23;POÇO FUNDO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
283;HOSPITAL DERALDOGUIMARÃES;18.715.516/0001-88;2020-05-23;ALMENARA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
284;HOSPITAL DILSONGODINHO;18.715.516/0001-88;2020-05-23;MONTES CLAROS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
285;HOSPITAL DIVINENSE;18.715.516/0001-88;2020-05-23;DIVINO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
286;HOSPITAL EMATERNIDADEFREIFRANCISCOST;18.715.516/0001-88;2020-05-23;MONTE BELO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
287;HOSPITAL EMATERNIDADEMUNICIPAL DRODEL;18.715.516/0001-88;2020-05-23;UBERLANDIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;10;UN;15,37;153,7
288;HOSPITAL EMATERNIDADENOSSA SENHORA DAS;18.715.516/0001-88;2020-05-23;MONTE AZUL;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
289;HOSPITAL EMATERNIDADERENASCER;18.715.516/0001-88;2020-05-23;PRATA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
290;HOSPITAL EMATERNIDADESÃOFRANCISCODE;18.715.516/0001-88;2020-05-23;CONSELHEIRO LAFAIETE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;6;UN;15,37;92,22
291;HOSPITAL EMATERNIDADESÃOJOSÉ;18.715.516/0001-88;2020-05-23;PARAGUAÇU;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
292;HOSPITAL EMATERNIDADEVIRGILIOROSALTD;18.715.516/0001-88;2020-05-23;MONTE CARMELO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
293;HOSPITAL EMATERNIDADEVITALBRAZIL;18.715.516/0001-88;2020-05-23;TIMÓTEO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
294;HOSPITAL ESANTA CASA DE JACUÍ;18.715.516/0001-88;2020-05-23;JACUÍ;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
295;HOSPITAL ESTERFARIADEALMEIDA;18.715.516/0001-88;2020-05-23;PEDRA AZUL;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
296;HOSPITAL EVANGÉLICO DECARANGOLA;18.715.516/0001-88;2020-05-23;CARANGOLA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
297;HOSPITAL JESUSMENINO;18.715.516/0001-88;2020-05-23;CENTRAL DE MINAS;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;4;UN;15,37;61,48
298;HOSPITAL JOAOPAULOII;18.715.516/0001-88;2020-05-23;ARAPORA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
299;HOSPITAL JORGECAETANODEMATTOS;18.715.516/0001-88;2020-05-23;CORONEL FABRICIANO;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
300;HOSPITAL JOSÉMARIAMORAES;18.715.516/0001-88;2020-05-23;ERVÁLIA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
301;HOSPITAL JÚLIAKUBITSCHEK;18.715.516/0001-88;2020-05-23;RIO PIRACICABA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
302;HOSPITAL MARGARIDA;18.715.516/0001-88;2020-05-23;JOÃO MONLEVADE;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
303;HOSPITAL MARIAELOY;18.715.516/0001-88;2020-05-23;PALMA;DESINFETANTE HOSPITALAR ALC CLORADO ULTR;2;UN;15,37;30,74
